요일,구군,년,월,읍면동,주중/주말,지역코드,평균 유동인구,주중/주말 유동인구
금,사하구,2020,01,하단1동,주중,26380,"27,829명","27,829"
금,사하구,2020,01,하단2동,주중,26380,"28,060명","28,060"
금,사하구,2020,01,신평1동,주중,26380,"15,915명","15,915"
금,사하구,2020,01,신평2동,주중,26380,"18,922명","18,922"
금,사하구,2020,01,장림1동,주중,26380,"15,352명","15,352"
금,사하구,2020,01,장림2동,주중,26380,"29,010명","29,010"
금,사하구,2020,01,다대1동,주중,26380,"42,281명","42,281"
금,사하구,2020,01,다대2동,주중,26380,"26,878명","26,878"
금,사하구,2020,01,구평동,주중,26380,"7,858명","7,858"
금,사하구,2020,01,감천1동,주중,26380,"22,556명","22,556"
금,사하구,2020,01,감천2동,주중,26380,"6,132명","6,132"
금,사하구,2020,02,괴정1동,주중,26380,"22,471명","22,471"
금,사하구,2020,02,괴정2동,주중,26380,"12,002명","12,002"
금,사하구,2020,02,괴정3동,주중,26380,"12,103명","12,103"
금,사하구,2020,02,괴정4동,주중,26380,"13,095명","13,095"
금,사하구,2020,02,당리동,주중,26380,"28,230명","28,230"
금,사하구,2020,02,하단1동,주중,26380,"27,453명","27,453"
금,사하구,2020,02,하단2동,주중,26380,"29,697명","29,697"
금,사하구,2020,02,신평1동,주중,26380,"16,203명","16,203"
금,사하구,2020,02,신평2동,주중,26380,"19,683명","19,683"
금,사하구,2020,02,장림1동,주중,26380,"15,459명","15,459"
금,사하구,2020,02,장림2동,주중,26380,"29,207명","29,207"
금,사하구,2020,02,다대1동,주중,26380,"41,950명","41,950"
금,사하구,2020,02,다대2동,주중,26380,"27,412명","27,412"
금,사하구,2020,02,구평동,주중,26380,"8,491명","8,491"
금,사하구,2020,02,감천1동,주중,26380,"22,004명","22,004"
금,사하구,2020,02,감천2동,주중,26380,"6,589명","6,589"
금,사하구,2020,03,괴정1동,주중,26380,"22,205명","22,205"
금,사하구,2020,03,괴정2동,주중,26380,"12,372명","12,372"
금,사하구,2020,03,괴정3동,주중,26380,"11,283명","11,283"
금,사하구,2020,03,괴정4동,주중,26380,"13,055명","13,055"
금,사하구,2020,03,당리동,주중,26380,"28,424명","28,424"
금,사하구,2020,03,하단1동,주중,26380,"27,375명","27,375"
금,사하구,2020,03,하단2동,주중,26380,"28,634명","28,634"
금,사하구,2020,03,신평1동,주중,26380,"18,970명","18,970"
금,사하구,2020,03,신평2동,주중,26380,"20,582명","20,582"
금,사하구,2020,03,장림1동,주중,26380,"15,643명","15,643"
금,사하구,2020,03,장림2동,주중,26380,"29,397명","29,397"
금,사하구,2020,03,다대1동,주중,26380,"41,956명","41,956"
금,사하구,2020,03,다대2동,주중,26380,"27,342명","27,342"
금,사하구,2020,03,구평동,주중,26380,"8,483명","8,483"
금,사하구,2020,03,감천1동,주중,26380,"21,858명","21,858"
금,사하구,2020,03,감천2동,주중,26380,"6,580명","6,580"
금,사하구,2020,04,괴정1동,주중,26380,"22,722명","22,722"
금,사하구,2020,04,괴정2동,주중,26380,"12,342명","12,342"
금,사하구,2020,04,괴정3동,주중,26380,"12,055명","12,055"
금,사하구,2020,04,괴정4동,주중,26380,"13,205명","13,205"
금,사하구,2020,04,당리동,주중,26380,"28,635명","28,635"
금,사하구,2020,04,하단1동,주중,26380,"27,290명","27,290"
금,사하구,2020,04,하단2동,주중,26380,"31,284명","31,284"
금,사하구,2020,04,신평1동,주중,26380,"14,853명","14,853"
금,사하구,2020,04,신평2동,주중,26380,"19,532명","19,532"
금,사하구,2020,04,장림1동,주중,26380,"15,455명","15,455"
금,사하구,2020,04,장림2동,주중,26380,"29,345명","29,345"
금,사하구,2020,04,다대1동,주중,26380,"43,480명","43,480"
금,사하구,2020,04,다대2동,주중,26380,"29,290명","29,290"
금,사하구,2020,04,구평동,주중,26380,"8,170명","8,170"
금,사하구,2020,04,감천1동,주중,26380,"25,290명","25,290"
금,사하구,2020,04,감천2동,주중,26380,"6,652명","6,652"
금,사하구,2020,05,괴정1동,주중,26380,"22,618명","22,618"
금,사하구,2020,05,괴정2동,주중,26380,"12,512명","12,512"
금,사하구,2020,05,괴정3동,주중,26380,"11,603명","11,603"
금,사하구,2020,05,괴정4동,주중,26380,"13,235명","13,235"
금,사하구,2020,05,당리동,주중,26380,"28,493명","28,493"
금,사하구,2020,05,하단1동,주중,26380,"26,479명","26,479"
금,사하구,2020,05,하단2동,주중,26380,"30,228명","30,228"
금,사하구,2020,05,신평1동,주중,26380,"15,838명","15,838"
금,사하구,2020,05,신평2동,주중,26380,"19,248명","19,248"
금,사하구,2020,05,장림1동,주중,26380,"15,592명","15,592"
금,사하구,2020,05,장림2동,주중,26380,"28,917명","28,917"
금,사하구,2020,05,다대1동,주중,26380,"41,384명","41,384"
금,사하구,2020,05,다대2동,주중,26380,"27,662명","27,662"
금,사하구,2020,05,구평동,주중,26380,"7,750명","7,750"
금,사하구,2020,05,감천1동,주중,26380,"24,077명","24,077"
금,사하구,2020,05,감천2동,주중,26380,"6,399명","6,399"
금,사하구,2020,06,괴정1동,주중,26380,"23,949명","23,949"
금,사하구,2020,06,괴정2동,주중,26380,"11,971명","11,971"
금,사하구,2020,06,괴정3동,주중,26380,"12,009명","12,009"
금,사하구,2020,06,괴정4동,주중,26380,"13,019명","13,019"
금,사하구,2020,06,당리동,주중,26380,"26,560명","26,560"
금,사하구,2020,06,하단1동,주중,26380,"27,171명","27,171"
금,사하구,2020,06,하단2동,주중,26380,"31,064명","31,064"
금,사하구,2020,06,신평1동,주중,26380,"16,534명","16,534"
금,사하구,2020,06,신평2동,주중,26380,"18,414명","18,414"
금,사하구,2020,06,장림1동,주중,26380,"15,751명","15,751"
금,사하구,2020,06,장림2동,주중,26380,"28,815명","28,815"
금,사하구,2020,06,다대1동,주중,26380,"40,809명","40,809"
금,사하구,2020,06,다대2동,주중,26380,"27,825명","27,825"
금,사하구,2020,06,구평동,주중,26380,"8,372명","8,372"
금,사하구,2020,06,감천1동,주중,26380,"24,364명","24,364"
금,사하구,2020,06,감천2동,주중,26380,"5,582명","5,582"
금,사하구,2020,07,괴정1동,주중,26380,"25,306명","25,306"
금,사하구,2020,07,괴정2동,주중,26380,"12,012명","12,012"
금,사하구,2020,07,괴정3동,주중,26380,"12,657명","12,657"
금,사하구,2020,07,괴정4동,주중,26380,"12,863명","12,863"
금,사하구,2020,07,당리동,주중,26380,"26,053명","26,053"
금,사하구,2020,07,하단1동,주중,26380,"26,776명","26,776"
금,사하구,2020,07,하단2동,주중,26380,"30,267명","30,267"
금,사하구,2020,07,신평1동,주중,26380,"15,493명","15,493"
금,사하구,2020,07,신평2동,주중,26380,"18,174명","18,174"
금,사하구,2020,07,장림1동,주중,26380,"15,330명","15,330"
금,사하구,2020,07,장림2동,주중,26380,"29,779명","29,779"
금,사하구,2020,07,다대1동,주중,26380,"40,447명","40,447"
금,사하구,2020,07,다대2동,주중,26380,"29,256명","29,256"
금,사하구,2020,07,구평동,주중,26380,"7,733명","7,733"
금,사하구,2020,07,감천1동,주중,26380,"22,503명","22,503"
금,사하구,2020,07,감천2동,주중,26380,"5,965명","5,965"
금,금정구,2020,01,서1동,주중,26410,"7,078명","7,078"
금,금정구,2020,01,서2동,주중,26410,"11,073명","11,073"
금,금정구,2020,01,서3동,주중,26410,"12,676명","12,676"
금,금정구,2020,01,부곡1동,주중,26410,"9,285명","9,285"
금,금정구,2020,01,부곡2동,주중,26410,"16,897명","16,897"
금,금정구,2020,01,부곡3동,주중,26410,"16,804명","16,804"
금,금정구,2020,01,부곡4동,주중,26410,"8,730명","8,730"
금,금정구,2020,01,장전1동,주중,26410,"17,157명","17,157"
금,금정구,2020,01,장전2동,주중,26410,"17,013명","17,013"
금,금정구,2020,01,장전3동,주중,26410,"17,114명","17,114"
금,금정구,2020,01,선두구동,주중,26410,"5,433명","5,433"
금,금정구,2020,01,청룡노포동,주중,26410,"13,695명","13,695"
금,금정구,2020,01,남산동,주중,26410,"29,419명","29,419"
금,금정구,2020,01,구서1동,주중,26410,"16,779명","16,779"
금,금정구,2020,01,구서2동,주중,26410,"34,769명","34,769"
금,금정구,2020,01,금성동,주중,26410,"1,238명","1,238"
금,금정구,2020,02,서1동,주중,26410,"6,992명","6,992"
금,금정구,2020,02,서2동,주중,26410,"10,483명","10,483"
금,금정구,2020,02,서3동,주중,26410,"12,698명","12,698"
금,금정구,2020,02,부곡1동,주중,26410,"9,037명","9,037"
금,금정구,2020,02,부곡2동,주중,26410,"17,302명","17,302"
금,금정구,2020,02,부곡3동,주중,26410,"17,717명","17,717"
금,금정구,2020,02,부곡4동,주중,26410,"8,810명","8,810"
금,금정구,2020,02,장전1동,주중,26410,"18,324명","18,324"
금,금정구,2020,02,장전2동,주중,26410,"17,301명","17,301"
금,금정구,2020,02,장전3동,주중,26410,"16,516명","16,516"
금,금정구,2020,02,선두구동,주중,26410,"4,761명","4,761"
금,금정구,2020,02,청룡노포동,주중,26410,"12,835명","12,835"
금,금정구,2020,02,남산동,주중,26410,"29,783명","29,783"
금,금정구,2020,02,구서1동,주중,26410,"17,870명","17,870"
금,금정구,2020,02,구서2동,주중,26410,"35,972명","35,972"
금,금정구,2020,02,금성동,주중,26410,"1,138명","1,138"
금,금정구,2020,03,서1동,주중,26410,"7,396명","7,396"
금,금정구,2020,03,서2동,주중,26410,"10,591명","10,591"
금,금정구,2020,03,서3동,주중,26410,"13,016명","13,016"
금,금정구,2020,03,부곡1동,주중,26410,"8,767명","8,767"
금,금정구,2020,03,부곡2동,주중,26410,"17,618명","17,618"
금,금정구,2020,03,부곡3동,주중,26410,"21,407명","21,407"
금,금정구,2020,03,부곡4동,주중,26410,"9,152명","9,152"
금,금정구,2020,03,장전1동,주중,26410,"18,697명","18,697"
금,금정구,2020,03,장전2동,주중,26410,"17,262명","17,262"
금,금정구,2020,03,장전3동,주중,26410,"16,269명","16,269"
금,금정구,2020,03,선두구동,주중,26410,"4,375명","4,375"
금,금정구,2020,03,청룡노포동,주중,26410,"12,876명","12,876"
금,금정구,2020,03,남산동,주중,26410,"30,487명","30,487"
금,금정구,2020,03,구서1동,주중,26410,"17,851명","17,851"
금,금정구,2020,03,구서2동,주중,26410,"35,154명","35,154"
금,금정구,2020,03,금성동,주중,26410,"1,253명","1,253"
금,금정구,2020,04,서1동,주중,26410,"7,148명","7,148"
금,금정구,2020,04,서2동,주중,26410,"10,808명","10,808"
금,금정구,2020,04,서3동,주중,26410,"12,566명","12,566"
금,금정구,2020,04,부곡1동,주중,26410,"9,062명","9,062"
금,금정구,2020,04,부곡2동,주중,26410,"18,739명","18,739"
금,금정구,2020,04,부곡3동,주중,26410,"19,729명","19,729"
금,금정구,2020,04,부곡4동,주중,26410,"9,660명","9,660"
금,금정구,2020,04,장전1동,주중,26410,"18,934명","18,934"
금,금정구,2020,04,장전2동,주중,26410,"18,697명","18,697"
금,금정구,2020,04,장전3동,주중,26410,"17,813명","17,813"
금,금정구,2020,04,선두구동,주중,26410,"4,829명","4,829"
금,금정구,2020,04,청룡노포동,주중,26410,"13,214명","13,214"
금,금정구,2020,04,남산동,주중,26410,"31,373명","31,373"
금,금정구,2020,04,구서1동,주중,26410,"17,336명","17,336"
금,금정구,2020,04,구서2동,주중,26410,"34,867명","34,867"
금,금정구,2020,04,금성동,주중,26410,"1,256명","1,256"
금,금정구,2020,05,서1동,주중,26410,"6,770명","6,770"
금,금정구,2020,05,서2동,주중,26410,"10,849명","10,849"
금,금정구,2020,05,서3동,주중,26410,"12,643명","12,643"
금,금정구,2020,05,부곡1동,주중,26410,"8,744명","8,744"
금,금정구,2020,05,부곡2동,주중,26410,"18,360명","18,360"
금,금정구,2020,05,부곡3동,주중,26410,"21,835명","21,835"
금,금정구,2020,05,부곡4동,주중,26410,"8,813명","8,813"
금,금정구,2020,05,장전1동,주중,26410,"18,873명","18,873"
금,금정구,2020,05,장전2동,주중,26410,"17,781명","17,781"
금,금정구,2020,05,장전3동,주중,26410,"17,163명","17,163"
금,금정구,2020,05,선두구동,주중,26410,"4,923명","4,923"
금,금정구,2020,05,청룡노포동,주중,26410,"12,922명","12,922"
금,금정구,2020,05,남산동,주중,26410,"30,606명","30,606"
금,금정구,2020,05,구서1동,주중,26410,"18,205명","18,205"
금,금정구,2020,05,구서2동,주중,26410,"34,053명","34,053"
금,금정구,2020,05,금성동,주중,26410,"1,489명","1,489"
금,금정구,2020,06,서1동,주중,26410,"6,530명","6,530"
금,금정구,2020,06,서2동,주중,26410,"11,058명","11,058"
금,금정구,2020,06,서3동,주중,26410,"12,001명","12,001"
금,금정구,2020,06,부곡1동,주중,26410,"9,122명","9,122"
금,금정구,2020,06,부곡2동,주중,26410,"18,778명","18,778"
금,금정구,2020,06,부곡3동,주중,26410,"22,572명","22,572"
금,금정구,2020,06,부곡4동,주중,26410,"8,573명","8,573"
금,금정구,2020,06,장전1동,주중,26410,"19,583명","19,583"
금,금정구,2020,06,장전2동,주중,26410,"18,782명","18,782"
금,금정구,2020,06,장전3동,주중,26410,"17,443명","17,443"
금,금정구,2020,06,선두구동,주중,26410,"4,949명","4,949"
금,금정구,2020,06,청룡노포동,주중,26410,"12,322명","12,322"
금,금정구,2020,06,남산동,주중,26410,"29,838명","29,838"
금,금정구,2020,06,구서1동,주중,26410,"19,367명","19,367"
금,금정구,2020,06,구서2동,주중,26410,"33,725명","33,725"
금,금정구,2020,06,금성동,주중,26410,"1,308명","1,308"
금,금정구,2020,07,서1동,주중,26410,"6,296명","6,296"
금,금정구,2020,07,서2동,주중,26410,"10,773명","10,773"
금,금정구,2020,07,서3동,주중,26410,"11,707명","11,707"
금,금정구,2020,07,부곡1동,주중,26410,"8,611명","8,611"
금,금정구,2020,07,부곡2동,주중,26410,"17,668명","17,668"
금,금정구,2020,07,부곡3동,주중,26410,"22,474명","22,474"
금,금정구,2020,07,부곡4동,주중,26410,"9,012명","9,012"
금,금정구,2020,07,장전1동,주중,26410,"18,626명","18,626"
금,금정구,2020,07,장전2동,주중,26410,"16,471명","16,471"
금,금정구,2020,07,장전3동,주중,26410,"18,040명","18,040"
금,금정구,2020,07,선두구동,주중,26410,"4,568명","4,568"
금,금정구,2020,07,청룡노포동,주중,26410,"11,084명","11,084"
금,금정구,2020,07,남산동,주중,26410,"27,697명","27,697"
금,금정구,2020,07,구서1동,주중,26410,"21,538명","21,538"
금,금정구,2020,07,구서2동,주중,26410,"33,002명","33,002"
금,금정구,2020,07,금성동,주중,26410,"1,242명","1,242"
금,강서구,2020,01,대저1동,주중,26440,"10,679명","10,679"
금,강서구,2020,01,대저2동,주중,26440,"22,216명","22,216"
금,강서구,2020,01,강동동,주중,26440,"7,937명","7,937"
금,강서구,2020,01,가락동,주중,26440,"3,509명","3,509"
금,강서구,2020,01,녹산동,주중,26440,"52,460명","52,460"
금,강서구,2020,01,가덕도동,주중,26440,"5,538명","5,538"
금,강서구,2020,02,대저1동,주중,26440,"11,496명","11,496"
금,강서구,2020,02,대저2동,주중,26440,"20,334명","20,334"
금,강서구,2020,02,강동동,주중,26440,"7,963명","7,963"
금,강서구,2020,02,가락동,주중,26440,"3,702명","3,702"
금,강서구,2020,02,녹산동,주중,26440,"56,707명","56,707"
금,강서구,2020,02,가덕도동,주중,26440,"5,846명","5,846"
금,강서구,2020,03,대저1동,주중,26440,"11,417명","11,417"
금,강서구,2020,03,대저2동,주중,26440,"19,661명","19,661"
금,강서구,2020,03,강동동,주중,26440,"7,099명","7,099"
금,강서구,2020,03,가락동,주중,26440,"3,868명","3,868"
금,강서구,2020,03,녹산동,주중,26440,"56,186명","56,186"
금,강서구,2020,03,가덕도동,주중,26440,"5,871명","5,871"
금,강서구,2020,04,대저1동,주중,26440,"11,762명","11,762"
금,강서구,2020,04,대저2동,주중,26440,"19,482명","19,482"
금,강서구,2020,04,강동동,주중,26440,"7,185명","7,185"
금,강서구,2020,04,가락동,주중,26440,"4,015명","4,015"
금,강서구,2020,04,녹산동,주중,26440,"55,321명","55,321"
금,강서구,2020,04,가덕도동,주중,26440,"5,311명","5,311"
금,강서구,2020,05,대저1동,주중,26440,"11,076명","11,076"
금,강서구,2020,05,대저2동,주중,26440,"17,652명","17,652"
금,강서구,2020,05,강동동,주중,26440,"7,354명","7,354"
금,강서구,2020,05,가락동,주중,26440,"3,736명","3,736"
금,강서구,2020,05,녹산동,주중,26440,"49,236명","49,236"
금,강서구,2020,05,가덕도동,주중,26440,"5,805명","5,805"
금,강서구,2020,06,대저1동,주중,26440,"11,879명","11,879"
금,강서구,2020,06,대저2동,주중,26440,"19,095명","19,095"
금,강서구,2020,06,강동동,주중,26440,"7,281명","7,281"
금,강서구,2020,06,가락동,주중,26440,"3,820명","3,820"
금,강서구,2020,06,녹산동,주중,26440,"53,634명","53,634"
금,강서구,2020,06,가덕도동,주중,26440,"5,704명","5,704"
금,강서구,2020,07,대저1동,주중,26440,"12,133명","12,133"
금,강서구,2020,07,대저2동,주중,26440,"18,296명","18,296"
금,강서구,2020,07,강동동,주중,26440,"6,993명","6,993"
금,강서구,2020,07,가락동,주중,26440,"3,740명","3,740"
금,강서구,2020,07,녹산동,주중,26440,"53,252명","53,252"
금,강서구,2020,07,가덕도동,주중,26440,"5,703명","5,703"
금,연제구,2020,01,거제1동,주중,26470,"32,128명","32,128"
금,연제구,2020,01,거제2동,주중,26470,"18,760명","18,760"
금,연제구,2020,01,거제3동,주중,26470,"13,000명","13,000"
금,연제구,2020,01,거제4동,주중,26470,"8,703명","8,703"
금,연제구,2020,01,연산1동,주중,26470,"18,118명","18,118"
금,연제구,2020,01,연산2동,주중,26470,"17,180명","17,180"
금,연제구,2020,01,연산3동,주중,26470,"9,155명","9,155"
금,연제구,2020,01,연산4동,주중,26470,"15,618명","15,618"
금,연제구,2020,01,연산5동,주중,26470,"23,442명","23,442"
금,연제구,2020,01,연산6동,주중,26470,"13,602명","13,602"
금,연제구,2020,01,연산8동,주중,26470,"12,836명","12,836"
금,연제구,2020,01,연산9동,주중,26470,"36,206명","36,206"
금,연제구,2020,02,거제1동,주중,26470,"32,948명","32,948"
금,연제구,2020,02,거제2동,주중,26470,"18,753명","18,753"
금,연제구,2020,02,거제3동,주중,26470,"13,073명","13,073"
금,연제구,2020,02,거제4동,주중,26470,"8,838명","8,838"
금,연제구,2020,02,연산1동,주중,26470,"18,568명","18,568"
금,연제구,2020,02,연산2동,주중,26470,"17,111명","17,111"
금,연제구,2020,02,연산3동,주중,26470,"8,674명","8,674"
금,연제구,2020,02,연산4동,주중,26470,"15,681명","15,681"
금,연제구,2020,02,연산5동,주중,26470,"23,865명","23,865"
금,연제구,2020,02,연산6동,주중,26470,"12,807명","12,807"
금,연제구,2020,02,연산8동,주중,26470,"12,923명","12,923"
금,연제구,2020,02,연산9동,주중,26470,"35,743명","35,743"
금,연제구,2020,03,거제1동,주중,26470,"32,945명","32,945"
금,연제구,2020,03,거제2동,주중,26470,"18,760명","18,760"
금,연제구,2020,03,거제3동,주중,26470,"12,938명","12,938"
금,연제구,2020,03,거제4동,주중,26470,"8,680명","8,680"
금,연제구,2020,03,연산1동,주중,26470,"18,033명","18,033"
금,연제구,2020,03,연산2동,주중,26470,"16,830명","16,830"
금,연제구,2020,03,연산3동,주중,26470,"8,054명","8,054"
금,연제구,2020,03,연산4동,주중,26470,"15,836명","15,836"
금,연제구,2020,03,연산5동,주중,26470,"22,598명","22,598"
금,연제구,2020,03,연산6동,주중,26470,"12,099명","12,099"
금,연제구,2020,03,연산8동,주중,26470,"12,855명","12,855"
금,연제구,2020,03,연산9동,주중,26470,"36,858명","36,858"
금,연제구,2020,04,거제1동,주중,26470,"33,960명","33,960"
금,연제구,2020,04,거제2동,주중,26470,"18,717명","18,717"
금,연제구,2020,04,거제3동,주중,26470,"12,884명","12,884"
금,연제구,2020,04,거제4동,주중,26470,"8,469명","8,469"
금,연제구,2020,04,연산1동,주중,26470,"17,941명","17,941"
금,연제구,2020,04,연산2동,주중,26470,"17,576명","17,576"
금,연제구,2020,04,연산3동,주중,26470,"8,088명","8,088"
금,연제구,2020,04,연산4동,주중,26470,"16,859명","16,859"
금,연제구,2020,04,연산5동,주중,26470,"23,646명","23,646"
금,연제구,2020,04,연산6동,주중,26470,"12,375명","12,375"
금,연제구,2020,04,연산8동,주중,26470,"13,002명","13,002"
금,연제구,2020,04,연산9동,주중,26470,"37,203명","37,203"
금,연제구,2020,05,거제1동,주중,26470,"32,588명","32,588"
금,연제구,2020,05,거제2동,주중,26470,"18,915명","18,915"
금,연제구,2020,05,거제3동,주중,26470,"12,839명","12,839"
금,연제구,2020,05,거제4동,주중,26470,"8,506명","8,506"
금,연제구,2020,05,연산1동,주중,26470,"16,997명","16,997"
금,연제구,2020,05,연산2동,주중,26470,"16,546명","16,546"
금,연제구,2020,05,연산3동,주중,26470,"8,290명","8,290"
금,연제구,2020,05,연산4동,주중,26470,"17,719명","17,719"
금,연제구,2020,05,연산5동,주중,26470,"23,692명","23,692"
금,연제구,2020,05,연산6동,주중,26470,"12,156명","12,156"
금,연제구,2020,05,연산8동,주중,26470,"12,644명","12,644"
금,연제구,2020,05,연산9동,주중,26470,"37,179명","37,179"
금,연제구,2020,06,거제1동,주중,26470,"33,521명","33,521"
금,연제구,2020,06,거제2동,주중,26470,"18,935명","18,935"
금,연제구,2020,06,거제3동,주중,26470,"12,995명","12,995"
금,연제구,2020,06,거제4동,주중,26470,"8,147명","8,147"
금,연제구,2020,06,연산1동,주중,26470,"16,152명","16,152"
금,연제구,2020,06,연산2동,주중,26470,"16,234명","16,234"
금,연제구,2020,06,연산3동,주중,26470,"8,834명","8,834"
금,연제구,2020,06,연산4동,주중,26470,"17,717명","17,717"
금,연제구,2020,06,연산5동,주중,26470,"23,949명","23,949"
금,연제구,2020,06,연산6동,주중,26470,"11,769명","11,769"
금,연제구,2020,06,연산8동,주중,26470,"12,813명","12,813"
금,연제구,2020,06,연산9동,주중,26470,"36,664명","36,664"
금,연제구,2020,07,거제1동,주중,26470,"33,064명","33,064"
금,연제구,2020,07,거제2동,주중,26470,"18,619명","18,619"
금,연제구,2020,07,거제3동,주중,26470,"11,909명","11,909"
금,연제구,2020,07,거제4동,주중,26470,"7,895명","7,895"
금,연제구,2020,07,연산1동,주중,26470,"15,188명","15,188"
금,연제구,2020,07,연산2동,주중,26470,"15,899명","15,899"
금,연제구,2020,07,연산3동,주중,26470,"8,370명","8,370"
금,연제구,2020,07,연산4동,주중,26470,"18,409명","18,409"
금,연제구,2020,07,연산5동,주중,26470,"25,326명","25,326"
금,연제구,2020,07,연산6동,주중,26470,"11,406명","11,406"
금,연제구,2020,07,연산8동,주중,26470,"13,622명","13,622"
금,연제구,2020,07,연산9동,주중,26470,"36,873명","36,873"
금,수영구,2020,01,남천1동,주중,26500,"23,618명","23,618"
금,수영구,2020,01,남천2동,주중,26500,"12,694명","12,694"
금,수영구,2020,01,수영동,주중,26500,"15,406명","15,406"
금,수영구,2020,01,망미1동,주중,26500,"26,040명","26,040"
금,수영구,2020,01,망미2동,주중,26500,"11,187명","11,187"
금,수영구,2020,01,광안1동,주중,26500,"25,203명","25,203"
금,수영구,2020,01,광안2동,주중,26500,"16,118명","16,118"
금,수영구,2020,01,광안3동,주중,26500,"14,512명","14,512"
금,수영구,2020,01,광안4동,주중,26500,"10,498명","10,498"
금,수영구,2020,01,민락동,주중,26500,"23,088명","23,088"
금,수영구,2020,02,남천1동,주중,26500,"24,139명","24,139"
금,수영구,2020,02,남천2동,주중,26500,"13,850명","13,850"
금,수영구,2020,02,수영동,주중,26500,"15,265명","15,265"
금,수영구,2020,02,망미1동,주중,26500,"25,982명","25,982"
금,수영구,2020,02,망미2동,주중,26500,"10,970명","10,970"
금,수영구,2020,02,광안1동,주중,26500,"24,900명","24,900"
금,수영구,2020,02,광안2동,주중,26500,"15,844명","15,844"
금,수영구,2020,02,광안3동,주중,26500,"14,364명","14,364"
금,수영구,2020,02,광안4동,주중,26500,"10,917명","10,917"
금,수영구,2020,02,민락동,주중,26500,"22,298명","22,298"
금,수영구,2020,03,남천1동,주중,26500,"23,929명","23,929"
금,수영구,2020,03,남천2동,주중,26500,"14,064명","14,064"
금,수영구,2020,03,수영동,주중,26500,"14,947명","14,947"
금,수영구,2020,03,망미1동,주중,26500,"25,921명","25,921"
금,수영구,2020,03,망미2동,주중,26500,"11,273명","11,273"
금,수영구,2020,03,광안1동,주중,26500,"25,554명","25,554"
금,수영구,2020,03,광안2동,주중,26500,"15,015명","15,015"
금,수영구,2020,03,광안3동,주중,26500,"14,035명","14,035"
금,수영구,2020,03,광안4동,주중,26500,"10,771명","10,771"
금,수영구,2020,03,민락동,주중,26500,"22,610명","22,610"
금,수영구,2020,04,남천1동,주중,26500,"24,497명","24,497"
금,수영구,2020,04,남천2동,주중,26500,"13,450명","13,450"
금,수영구,2020,04,수영동,주중,26500,"15,702명","15,702"
금,수영구,2020,04,망미1동,주중,26500,"27,324명","27,324"
금,수영구,2020,04,망미2동,주중,26500,"11,539명","11,539"
금,수영구,2020,04,광안1동,주중,26500,"25,436명","25,436"
금,수영구,2020,04,광안2동,주중,26500,"14,951명","14,951"
금,수영구,2020,04,광안3동,주중,26500,"14,156명","14,156"
금,수영구,2020,04,광안4동,주중,26500,"9,977명","9,977"
금,수영구,2020,04,민락동,주중,26500,"23,016명","23,016"
금,수영구,2020,05,남천1동,주중,26500,"24,363명","24,363"
금,수영구,2020,05,남천2동,주중,26500,"13,473명","13,473"
금,수영구,2020,05,수영동,주중,26500,"15,182명","15,182"
금,수영구,2020,05,망미1동,주중,26500,"25,793명","25,793"
금,수영구,2020,05,망미2동,주중,26500,"11,550명","11,550"
금,수영구,2020,05,광안1동,주중,26500,"24,403명","24,403"
금,수영구,2020,05,광안2동,주중,26500,"16,087명","16,087"
금,수영구,2020,05,광안3동,주중,26500,"14,203명","14,203"
금,수영구,2020,05,광안4동,주중,26500,"10,420명","10,420"
금,수영구,2020,05,민락동,주중,26500,"24,465명","24,465"
금,수영구,2020,06,남천1동,주중,26500,"24,095명","24,095"
금,수영구,2020,06,남천2동,주중,26500,"12,805명","12,805"
금,수영구,2020,06,수영동,주중,26500,"14,456명","14,456"
금,수영구,2020,06,망미1동,주중,26500,"24,472명","24,472"
금,수영구,2020,06,망미2동,주중,26500,"10,307명","10,307"
금,수영구,2020,06,광안1동,주중,26500,"24,672명","24,672"
금,수영구,2020,06,광안2동,주중,26500,"16,300명","16,300"
금,수영구,2020,06,광안3동,주중,26500,"13,839명","13,839"
금,수영구,2020,06,광안4동,주중,26500,"10,773명","10,773"
금,수영구,2020,06,민락동,주중,26500,"25,153명","25,153"
금,수영구,2020,07,남천1동,주중,26500,"25,561명","25,561"
금,수영구,2020,07,남천2동,주중,26500,"12,552명","12,552"
금,수영구,2020,07,수영동,주중,26500,"15,051명","15,051"
금,수영구,2020,07,망미1동,주중,26500,"24,019명","24,019"
금,수영구,2020,07,망미2동,주중,26500,"11,005명","11,005"
금,수영구,2020,07,광안1동,주중,26500,"23,812명","23,812"
금,수영구,2020,07,광안2동,주중,26500,"17,735명","17,735"
금,수영구,2020,07,광안3동,주중,26500,"14,647명","14,647"
금,수영구,2020,07,광안4동,주중,26500,"10,795명","10,795"
금,수영구,2020,07,민락동,주중,26500,"24,296명","24,296"
금,사상구,2020,01,삼락동,주중,26530,"9,145명","9,145"
금,사상구,2020,01,모라1동,주중,26530,"31,538명","31,538"
금,사상구,2020,01,모라3동,주중,26530,"10,488명","10,488"
금,사상구,2020,01,덕포1동,주중,26530,"13,406명","13,406"
금,사상구,2020,01,덕포2동,주중,26530,"16,029명","16,029"
금,사상구,2020,01,괘법동,주중,26530,"31,999명","31,999"
금,사상구,2020,01,감전동,주중,26530,"23,809명","23,809"
