요일,구군,년,월,읍면동,주중/주말,지역코드,평균 유동인구
일,영도구,2019,9,남항동,주말,26200,"13,205명"
일,영도구,2019,9,영선제1동,주말,26200,"5,136명"
일,영도구,2019,9,영선제2동,주말,26200,"11,000명"
일,영도구,2019,9,신선동,주말,26200,"6,282명"
일,영도구,2019,9,봉래제1동,주말,26200,"9,451명"
일,영도구,2019,9,봉래제2동,주말,26200,"5,866명"
일,영도구,2019,9,청학제1동,주말,26200,"6,538명"
일,영도구,2019,9,청학제2동,주말,26200,"18,382명"
일,영도구,2019,9,동삼제1동,주말,26200,"31,822명"
일,영도구,2019,9,동삼제2동,주말,26200,"8,555명"
일,영도구,2019,9,동삼제3동,주말,26200,"11,805명"
일,영도구,2019,10,남항동,주말,26200,"13,209명"
일,영도구,2019,10,영선제1동,주말,26200,"5,575명"
일,영도구,2019,10,영선제2동,주말,26200,"11,328명"
일,영도구,2019,10,신선동,주말,26200,"5,957명"
일,영도구,2019,10,봉래제1동,주말,26200,"9,052명"
일,영도구,2019,10,봉래제2동,주말,26200,"6,282명"
일,영도구,2019,10,청학제1동,주말,26200,"5,684명"
일,영도구,2019,10,청학제2동,주말,26200,"17,565명"
일,영도구,2019,10,동삼제1동,주말,26200,"29,617명"
일,영도구,2019,10,동삼제2동,주말,26200,"7,888명"
일,영도구,2019,10,동삼제3동,주말,26200,"11,619명"
일,영도구,2019,11,남항동,주말,26200,"12,771명"
일,영도구,2019,11,영선제1동,주말,26200,"5,451명"
일,영도구,2019,11,영선제2동,주말,26200,"11,356명"
일,영도구,2019,11,신선동,주말,26200,"6,059명"
일,영도구,2019,11,봉래제1동,주말,26200,"8,811명"
일,영도구,2019,11,봉래제2동,주말,26200,"6,574명"
일,영도구,2019,11,청학제1동,주말,26200,"5,930명"
일,영도구,2019,11,청학제2동,주말,26200,"17,211명"
일,영도구,2019,11,동삼제1동,주말,26200,"30,708명"
일,영도구,2019,11,동삼제2동,주말,26200,"8,354명"
일,영도구,2019,11,동삼제3동,주말,26200,"11,218명"
일,영도구,2019,12,남항동,주말,26200,"12,690명"
일,영도구,2019,12,영선제1동,주말,26200,"5,699명"
일,영도구,2019,12,영선제2동,주말,26200,"11,368명"
일,영도구,2019,12,신선동,주말,26200,"6,368명"
일,영도구,2019,12,봉래제1동,주말,26200,"8,380명"
일,영도구,2019,12,봉래제2동,주말,26200,"6,458명"
일,영도구,2019,12,청학제1동,주말,26200,"6,433명"
일,영도구,2019,12,청학제2동,주말,26200,"18,110명"
일,영도구,2019,12,동삼제1동,주말,26200,"29,971명"
일,영도구,2019,12,동삼제2동,주말,26200,"7,297명"
일,영도구,2019,12,동삼제3동,주말,26200,"11,176명"
일,부산진구,2019,1,부전제1동,주말,26230,"61,635명"
일,부산진구,2019,1,부전제2동,주말,26230,"90,743명"
일,부산진구,2019,1,연지동,주말,26230,"9,193명"
일,부산진구,2019,1,초읍동,주말,26230,"13,097명"
일,부산진구,2019,1,양정제1동,주말,26230,"23,229명"
일,부산진구,2019,1,양정제2동,주말,26230,"13,359명"
일,부산진구,2019,1,전포제1동,주말,26230,"17,125명"
일,부산진구,2019,1,전포제2동,주말,26230,"14,978명"
일,부산진구,2019,1,부암제1동,주말,26230,"17,058명"
일,부산진구,2019,1,부암제3동,주말,26230,"10,031명"
일,부산진구,2019,1,당감제1동,주말,26230,"22,384명"
일,부산진구,2019,1,당감제2동,주말,26230,"8,493명"
일,부산진구,2019,1,당감제4동,주말,26230,"11,181명"
일,부산진구,2019,1,가야제1동,주말,26230,"23,723명"
일,부산진구,2019,1,가야제2동,주말,26230,"8,899명"
일,부산진구,2019,1,개금제1동,주말,26230,"13,150명"
일,부산진구,2019,1,개금제2동,주말,26230,"4,179명"
일,부산진구,2019,1,개금제3동,주말,26230,"20,596명"
일,부산진구,2019,1,범천제1동,주말,26230,"20,862명"
일,부산진구,2019,1,범천제2동,주말,26230,"13,041명"
일,부산진구,2019,1,범천제4동,주말,26230,"9,917명"
일,부산진구,2019,2,부전제1동,주말,26230,"66,314명"
일,부산진구,2019,2,부전제2동,주말,26230,"99,785명"
일,부산진구,2019,2,연지동,주말,26230,"10,249명"
일,부산진구,2019,2,초읍동,주말,26230,"14,163명"
일,부산진구,2019,2,양정제1동,주말,26230,"24,345명"
일,부산진구,2019,2,양정제2동,주말,26230,"13,394명"
일,부산진구,2019,2,전포제1동,주말,26230,"20,340명"
일,부산진구,2019,2,전포제2동,주말,26230,"15,174명"
일,부산진구,2019,2,부암제1동,주말,26230,"17,782명"
일,부산진구,2019,2,부암제3동,주말,26230,"12,044명"
일,부산진구,2019,2,당감제1동,주말,26230,"23,291명"
일,부산진구,2019,2,당감제2동,주말,26230,"8,135명"
일,부산진구,2019,2,당감제4동,주말,26230,"11,165명"
일,부산진구,2019,2,가야제1동,주말,26230,"24,909명"
일,부산진구,2019,2,가야제2동,주말,26230,"10,028명"
일,부산진구,2019,2,개금제1동,주말,26230,"14,323명"
일,부산진구,2019,2,개금제2동,주말,26230,"4,805명"
일,부산진구,2019,2,개금제3동,주말,26230,"22,602명"
일,부산진구,2019,2,범천제1동,주말,26230,"21,474명"
일,부산진구,2019,2,범천제2동,주말,26230,"14,306명"
일,부산진구,2019,2,범천제4동,주말,26230,"7,498명"
일,부산진구,2019,3,부전제1동,주말,26230,"50,972명"
일,부산진구,2019,3,부전제2동,주말,26230,"81,873명"
일,부산진구,2019,3,연지동,주말,26230,"10,687명"
일,부산진구,2019,3,초읍동,주말,26230,"17,227명"
일,부산진구,2019,3,양정제1동,주말,26230,"24,271명"
일,부산진구,2019,3,양정제2동,주말,26230,"13,523명"
일,부산진구,2019,3,전포제1동,주말,26230,"29,190명"
일,부산진구,2019,3,전포제2동,주말,26230,"15,317명"
일,부산진구,2019,3,부암제1동,주말,26230,"19,031명"
일,부산진구,2019,3,부암제3동,주말,26230,"11,714명"
일,부산진구,2019,3,당감제1동,주말,26230,"23,754명"
일,부산진구,2019,3,당감제2동,주말,26230,"10,847명"
일,부산진구,2019,3,당감제4동,주말,26230,"13,211명"
일,부산진구,2019,3,가야제1동,주말,26230,"27,262명"
일,부산진구,2019,3,가야제2동,주말,26230,"12,531명"
일,부산진구,2019,3,개금제1동,주말,26230,"15,243명"
일,부산진구,2019,3,개금제2동,주말,26230,"5,065명"
일,부산진구,2019,3,개금제3동,주말,26230,"21,775명"
일,부산진구,2019,3,범천제1동,주말,26230,"20,354명"
일,부산진구,2019,3,범천제2동,주말,26230,"17,821명"
일,부산진구,2019,4,부전제1동,주말,26230,"28,066명"
일,부산진구,2019,4,부전제2동,주말,26230,"41,886명"
일,부산진구,2019,4,연지동,주말,26230,"19,518명"
일,부산진구,2019,4,초읍동,주말,26230,"21,935명"
일,부산진구,2019,4,양정제1동,주말,26230,"24,723명"
일,부산진구,2019,4,양정제2동,주말,26230,"13,257명"
일,부산진구,2019,4,전포제1동,주말,26230,"21,770명"
일,부산진구,2019,4,전포제2동,주말,26230,"14,724명"
일,부산진구,2019,4,부암제1동,주말,26230,"21,550명"
일,부산진구,2019,4,부암제3동,주말,26230,"18,218명"
일,부산진구,2019,4,당감제1동,주말,26230,"24,964명"
일,부산진구,2019,4,당감제2동,주말,26230,"8,906명"
일,부산진구,2019,4,당감제4동,주말,26230,"15,769명"
일,부산진구,2019,4,가야제1동,주말,26230,"23,024명"
일,부산진구,2019,4,가야제2동,주말,26230,"16,417명"
일,부산진구,2019,4,개금제1동,주말,26230,"16,321명"
일,부산진구,2019,4,개금제2동,주말,26230,"10,798명"
일,부산진구,2019,4,개금제3동,주말,26230,"24,270명"
일,부산진구,2019,4,범천제1동,주말,26230,"14,433명"
일,부산진구,2019,4,범천제2동,주말,26230,"10,647명"
일,부산진구,2019,5,부전제1동,주말,26230,"29,178명"
일,부산진구,2019,5,부전제2동,주말,26230,"41,766명"
일,부산진구,2019,5,연지동,주말,26230,"19,973명"
일,부산진구,2019,5,초읍동,주말,26230,"23,083명"
일,부산진구,2019,5,양정제1동,주말,26230,"22,818명"
일,부산진구,2019,5,양정제2동,주말,26230,"12,981명"
일,부산진구,2019,5,전포제1동,주말,26230,"20,393명"
일,부산진구,2019,5,전포제2동,주말,26230,"14,816명"
일,부산진구,2019,5,부암제1동,주말,26230,"22,398명"
일,부산진구,2019,5,부암제3동,주말,26230,"16,617명"
일,부산진구,2019,5,당감제1동,주말,26230,"23,629명"
일,부산진구,2019,5,당감제2동,주말,26230,"8,527명"
일,부산진구,2019,5,당감제4동,주말,26230,"15,130명"
일,부산진구,2019,5,가야제1동,주말,26230,"23,407명"
일,부산진구,2019,5,가야제2동,주말,26230,"16,109명"
일,부산진구,2019,5,개금제1동,주말,26230,"16,254명"
일,부산진구,2019,5,개금제2동,주말,26230,"10,519명"
일,부산진구,2019,5,개금제3동,주말,26230,"21,736명"
일,부산진구,2019,5,범천제1동,주말,26230,"12,609명"
일,부산진구,2019,5,범천제2동,주말,26230,"10,737명"
일,부산진구,2019,6,부전제1동,주말,26230,"29,230명"
일,부산진구,2019,6,부전제2동,주말,26230,"41,666명"
일,부산진구,2019,6,연지동,주말,26230,"20,199명"
일,부산진구,2019,6,초읍동,주말,26230,"23,259명"
일,부산진구,2019,6,양정제1동,주말,26230,"23,637명"
일,부산진구,2019,6,양정제2동,주말,26230,"14,015명"
일,부산진구,2019,6,전포제1동,주말,26230,"23,194명"
일,부산진구,2019,6,전포제2동,주말,26230,"15,642명"
일,부산진구,2019,6,부암제1동,주말,26230,"24,471명"
일,부산진구,2019,6,부암제3동,주말,26230,"17,711명"
일,부산진구,2019,6,당감제1동,주말,26230,"23,954명"
일,부산진구,2019,6,당감제2동,주말,26230,"8,519명"
일,부산진구,2019,6,당감제4동,주말,26230,"16,533명"
일,부산진구,2019,6,가야제1동,주말,26230,"23,759명"
일,부산진구,2019,6,가야제2동,주말,26230,"16,103명"
일,부산진구,2019,6,개금제1동,주말,26230,"16,129명"
일,부산진구,2019,6,개금제2동,주말,26230,"11,030명"
일,부산진구,2019,6,개금제3동,주말,26230,"22,981명"
일,부산진구,2019,6,범천제1동,주말,26230,"14,194명"
일,부산진구,2019,6,범천제2동,주말,26230,"10,742명"
일,부산진구,2019,7,부전제1동,주말,26230,"28,134명"
일,부산진구,2019,7,부전제2동,주말,26230,"43,950명"
일,부산진구,2019,7,연지동,주말,26230,"17,972명"
일,부산진구,2019,7,초읍동,주말,26230,"23,946명"
일,부산진구,2019,7,양정제1동,주말,26230,"23,402명"
일,부산진구,2019,7,양정제2동,주말,26230,"13,632명"
일,부산진구,2019,7,전포제1동,주말,26230,"24,711명"
일,부산진구,2019,7,전포제2동,주말,26230,"15,854명"
일,부산진구,2019,7,부암제1동,주말,26230,"23,017명"
일,부산진구,2019,7,부암제3동,주말,26230,"17,633명"
일,부산진구,2019,7,당감제1동,주말,26230,"23,281명"
일,부산진구,2019,7,당감제2동,주말,26230,"8,473명"
일,부산진구,2019,7,당감제4동,주말,26230,"17,092명"
일,부산진구,2019,7,가야제1동,주말,26230,"22,477명"
일,부산진구,2019,7,가야제2동,주말,26230,"16,709명"
일,부산진구,2019,7,개금제1동,주말,26230,"15,551명"
일,부산진구,2019,7,개금제2동,주말,26230,"10,991명"
일,부산진구,2019,7,개금제3동,주말,26230,"22,587명"
일,부산진구,2019,7,범천제1동,주말,26230,"14,935명"
일,부산진구,2019,7,범천제2동,주말,26230,"11,130명"
일,부산진구,2019,8,부전제1동,주말,26230,"25,818명"
일,부산진구,2019,8,부전제2동,주말,26230,"42,941명"
일,부산진구,2019,8,연지동,주말,26230,"17,972명"
일,부산진구,2019,8,초읍동,주말,26230,"23,070명"
일,부산진구,2019,8,양정제1동,주말,26230,"23,383명"
일,부산진구,2019,8,양정제2동,주말,26230,"13,531명"
일,부산진구,2019,8,전포제1동,주말,26230,"25,069명"
일,부산진구,2019,8,전포제2동,주말,26230,"14,443명"
일,부산진구,2019,8,부암제1동,주말,26230,"23,602명"
일,부산진구,2019,8,부암제3동,주말,26230,"16,814명"
일,부산진구,2019,8,당감제1동,주말,26230,"23,616명"
일,부산진구,2019,8,당감제2동,주말,26230,"8,989명"
일,부산진구,2019,8,당감제4동,주말,26230,"16,791명"
일,부산진구,2019,8,가야제1동,주말,26230,"22,676명"
일,부산진구,2019,8,가야제2동,주말,26230,"16,784명"
일,부산진구,2019,8,개금제1동,주말,26230,"15,950명"
일,부산진구,2019,8,개금제2동,주말,26230,"11,045명"
일,부산진구,2019,8,개금제3동,주말,26230,"22,851명"
일,부산진구,2019,8,범천제1동,주말,26230,"14,671명"
일,부산진구,2019,8,범천제2동,주말,26230,"10,716명"
일,부산진구,2019,9,부전제1동,주말,26230,"27,501명"
일,부산진구,2019,9,부전제2동,주말,26230,"42,377명"
일,부산진구,2019,9,연지동,주말,26230,"21,937명"
일,부산진구,2019,9,초읍동,주말,26230,"23,496명"
일,부산진구,2019,9,양정제1동,주말,26230,"28,514명"
일,부산진구,2019,9,양정제2동,주말,26230,"14,188명"
일,부산진구,2019,9,전포제1동,주말,26230,"20,605명"
일,부산진구,2019,9,전포제2동,주말,26230,"14,719명"
일,부산진구,2019,9,부암제1동,주말,26230,"24,759명"
일,부산진구,2019,9,부암제3동,주말,26230,"18,247명"
일,부산진구,2019,9,당감제1동,주말,26230,"26,213명"
일,부산진구,2019,9,당감제2동,주말,26230,"9,477명"
일,부산진구,2019,9,당감제4동,주말,26230,"18,453명"
일,부산진구,2019,9,가야제1동,주말,26230,"24,495명"
일,부산진구,2019,9,가야제2동,주말,26230,"18,465명"
일,부산진구,2019,9,개금제1동,주말,26230,"19,187명"
일,부산진구,2019,9,개금제2동,주말,26230,"11,788명"
일,부산진구,2019,9,개금제3동,주말,26230,"24,223명"
일,부산진구,2019,9,범천제1동,주말,26230,"14,232명"
일,부산진구,2019,9,범천제2동,주말,26230,"11,427명"
일,부산진구,2019,10,부전제1동,주말,26230,"31,176명"
일,부산진구,2019,10,부전제2동,주말,26230,"43,519명"
일,부산진구,2019,10,연지동,주말,26230,"20,485명"
일,부산진구,2019,10,초읍동,주말,26230,"24,169명"
일,부산진구,2019,10,양정제1동,주말,26230,"25,249명"
일,부산진구,2019,10,양정제2동,주말,26230,"14,522명"
일,부산진구,2019,10,전포제1동,주말,26230,"21,418명"
일,부산진구,2019,10,전포제2동,주말,26230,"15,893명"
일,부산진구,2019,10,부암제1동,주말,26230,"25,349명"
일,부산진구,2019,10,부암제3동,주말,26230,"18,347명"
일,부산진구,2019,10,당감제1동,주말,26230,"25,578명"
일,부산진구,2019,10,당감제2동,주말,26230,"9,446명"
일,부산진구,2019,10,당감제4동,주말,26230,"17,236명"
일,부산진구,2019,10,가야제1동,주말,26230,"24,364명"
일,부산진구,2019,10,가야제2동,주말,26230,"17,058명"
일,부산진구,2019,10,개금제1동,주말,26230,"17,477명"
일,부산진구,2019,10,개금제2동,주말,26230,"10,582명"
일,부산진구,2019,10,개금제3동,주말,26230,"23,716명"
일,부산진구,2019,10,범천제1동,주말,26230,"14,234명"
일,부산진구,2019,10,범천제2동,주말,26230,"11,132명"
일,부산진구,2019,11,부전제1동,주말,26230,"29,365명"
일,부산진구,2019,11,부전제2동,주말,26230,"47,359명"
일,부산진구,2019,11,연지동,주말,26230,"19,322명"
일,부산진구,2019,11,초읍동,주말,26230,"23,009명"
일,부산진구,2019,11,양정제1동,주말,26230,"23,792명"
일,부산진구,2019,11,양정제2동,주말,26230,"13,986명"
일,부산진구,2019,11,전포제1동,주말,26230,"23,558명"
일,부산진구,2019,11,전포제2동,주말,26230,"15,362명"
일,부산진구,2019,11,부암제1동,주말,26230,"15,885명"
일,부산진구,2019,11,부암제3동,주말,26230,"18,319명"
일,부산진구,2019,11,당감제1동,주말,26230,"25,221명"
일,부산진구,2019,11,당감제2동,주말,26230,"9,137명"
일,부산진구,2019,11,당감제4동,주말,26230,"16,165명"
일,부산진구,2019,11,가야제1동,주말,26230,"24,532명"
일,부산진구,2019,11,가야제2동,주말,26230,"20,131명"
일,부산진구,2019,11,개금제1동,주말,26230,"16,774명"
일,부산진구,2019,11,개금제2동,주말,26230,"12,930명"
일,부산진구,2019,11,개금제3동,주말,26230,"26,093명"
일,부산진구,2019,11,범천제1동,주말,26230,"14,936명"
일,부산진구,2019,11,범천제2동,주말,26230,"11,465명"
일,부산진구,2019,12,부전제1동,주말,26230,"26,546명"
일,부산진구,2019,12,부전제2동,주말,26230,"43,159명"
일,부산진구,2019,12,연지동,주말,26230,"19,402명"
일,부산진구,2019,12,초읍동,주말,26230,"23,096명"
일,부산진구,2019,12,양정제1동,주말,26230,"26,302명"
일,부산진구,2019,12,양정제2동,주말,26230,"14,018명"
일,부산진구,2019,12,전포제1동,주말,26230,"25,295명"
일,부산진구,2019,12,전포제2동,주말,26230,"17,638명"
일,부산진구,2019,12,부암제1동,주말,26230,"19,602명"
